benchmark,family,result
ball_count_2d_hill_simple.01.seq_lazy_lemmas_global_5,hycomp,unsat
ball_count_2d_hill_simple.01.seq_lazy_lemmas_global_6,hycomp,sat
ball_count_2d_hill_simple.01.seq_lazy_lemmas_global_7,hycomp,unsat
ball_count_2d_hill_simple.01.seq_lazy_lemmas_global_8,hycomp,sat
ball_count_2d_hill_simple.01.seq_lazy_lemmas_global_9,hycomp,unsat
ball_count_2d_hill_simple.01.seq_lazy_linear_enc_global_0,hycomp,unsat
ball_count_2d_hill_simple.01.seq_lazy_linear_enc_global_10,hycomp,timeout
ball_count_2d_hill_simple.01.seq_lazy_linear_enc_global_11,hycomp,unsat
ball_count_2d_hill_simple.01.seq_lazy_linear_enc_global_12,hycomp,sat
ball_count_2d_hill_simple.01.seq_lazy_linear_enc_global_13,hycomp,unsat
ball_count_2d_hill_simple.01.seq_lazy_linear_enc_global_14,hycomp,sat
ball_count_2d_hill_simple.01.seq_lazy_linear_enc_global_15,hycomp,unsat
ball_count_2d_hill_simple.01.seq_lazy_linear_enc_global_1,hycomp,unsat
ball_count_2d_hill_simple.01.seq_lazy_linear_enc_global_2,hycomp,sat
ball_count_2d_hill_simple.01.seq_lazy_linear_enc_global_3,hycomp,unsat
ball_count_2d_hill_simple.01.seq_lazy_linear_enc_global_4,hycomp,sat
ball_count_2d_hill_simple.01.seq_lazy_linear_enc_global_5,hycomp,unsat
ball_count_2d_hill_simple.01.seq_lazy_linear_enc_global_6,hycomp,sat
ball_count_2d_hill_simple.01.seq_lazy_linear_enc_global_7,hycomp,unsat
ball_count_2d_hill_simple.01.seq_lazy_linear_enc_global_8,hycomp,sat
ball_count_2d_hill_simple.01.seq_lazy_linear_enc_global_9,hycomp,unsat
ball_count_2d_hill_simple.01.seq_lazy_linear_enc_lemmas_global_0,hycomp,unsat
ball_count_2d_hill_simple.01.seq_lazy_linear_enc_lemmas_global_10,hycomp,timeout
ball_count_2d_hill_simple.01.seq_lazy_linear_enc_lemmas_global_11,hycomp,unsat
ball_count_2d_hill_simple.01.seq_lazy_linear_enc_lemmas_global_12,hycomp,sat
ball_count_2d_hill_simple.01.seq_lazy_linear_enc_lemmas_global_13,hycomp,unsat
ball_count_2d_hill_simple.01.seq_lazy_linear_enc_lemmas_global_14,hycomp,sat
ball_count_2d_hill_simple.01.seq_lazy_linear_enc_lemmas_global_15,hycomp,unsat
ball_count_2d_hill_simple.01.seq_lazy_linear_enc_lemmas_global_1,hycomp,unsat
ball_count_2d_hill_simple.01.seq_lazy_linear_enc_lemmas_global_2,hycomp,sat
ball_count_2d_hill_simple.01.seq_lazy_linear_enc_lemmas_global_3,hycomp,unsat
ball_count_2d_hill_simple.01.seq_lazy_linear_enc_lemmas_global_4,hycomp,sat
ball_count_2d_hill_simple.01.seq_lazy_linear_enc_lemmas_global_5,hycomp,unsat
ball_count_2d_hill_simple.01.seq_lazy_linear_enc_lemmas_global_6,hycomp,sat
ball_count_2d_hill_simple.01.seq_lazy_linear_enc_lemmas_global_7,hycomp,unsat
ball_count_2d_hill_simple.01.seq_lazy_linear_enc_lemmas_global_8,hycomp,sat
ball_count_2d_hill_simple.01.seq_lazy_linear_enc_lemmas_global_9,hycomp,unsat
ball_count_2d_hill_simple.02.qfree_global_0,hycomp,unsat
ball_count_2d_hill_simple.02.qfree_global_10,hycomp,sat
ball_count_2d_hill_simple.02.qfree_global_11,hycomp,unsat
ball_count_2d_hill_simple.02.qfree_global_12,hycomp,timeout
ball_count_2d_hill_simple.02.qfree_global_13,hycomp,unsat
ball_count_2d_hill_simple.02.qfree_global_14,hycomp,timeout
ball_count_2d_hill_simple.02.qfree_global_15,hycomp,unsat
ball_count_2d_hill_simple.02.qfree_global_1,hycomp,unsat
ball_count_2d_hill_simple.02.qfree_global_2,hycomp,unsat
ball_count_2d_hill_simple.02.qfree_global_3,hycomp,unsat
ball_count_2d_hill_simple.02.qfree_global_4,hycomp,timeout
ball_count_2d_hill_simple.02.qfree_global_5,hycomp,unsat
ball_count_2d_hill_simple.02.qfree_global_6,hycomp,timeout
ball_count_2d_hill_simple.02.qfree_global_7,hycomp,unsat
ball_count_2d_hill_simple.02.qfree_global_8,hycomp,sat
ball_count_2d_hill_simple.02.qfree_global_9,hycomp,unsat
ball_count_2d_hill_simple.02.redlog_global_0,hycomp,unsat
ball_count_2d_hill_simple.02.redlog_global_10,hycomp,sat
ball_count_2d_hill_simple.02.redlog_global_11,hycomp,unsat
ball_count_2d_hill_simple.02.redlog_global_12,hycomp,sat
ball_count_2d_hill_simple.02.redlog_global_13,hycomp,unsat
ball_count_2d_hill_simple.02.redlog_global_14,hycomp,timeout
ball_count_2d_hill_simple.02.redlog_global_15,hycomp,unsat
ball_count_2d_hill_simple.02.redlog_global_1,hycomp,unsat
ball_count_2d_hill_simple.02.redlog_global_2,hycomp,unsat
ball_count_2d_hill_simple.02.redlog_global_3,hycomp,unsat
ball_count_2d_hill_simple.02.redlog_global_4,hycomp,timeout
ball_count_2d_hill_simple.02.redlog_global_5,hycomp,unsat
ball_count_2d_hill_simple.02.redlog_global_6,hycomp,timeout
ball_count_2d_hill_simple.02.redlog_global_7,hycomp,unsat
ball_count_2d_hill_simple.02.redlog_global_8,hycomp,timeout
ball_count_2d_hill_simple.02.redlog_global_9,hycomp,unsat
ball_count_2d_hill_simple.02.seq_lazy_global_0,hycomp,unsat
ball_count_2d_hill_simple.02.seq_lazy_global_10,hycomp,timeout
ball_count_2d_hill_simple.02.seq_lazy_global_11,hycomp,unsat
ball_count_2d_hill_simple.02.seq_lazy_global_12,hycomp,timeout
ball_count_2d_hill_simple.02.seq_lazy_global_13,hycomp,unsat
ball_count_2d_hill_simple.02.seq_lazy_global_14,hycomp,timeout
ball_count_2d_hill_simple.02.seq_lazy_global_15,hycomp,unsat
ball_count_2d_hill_simple.02.seq_lazy_global_1,hycomp,unsat
ball_count_2d_hill_simple.02.seq_lazy_global_2,hycomp,unsat
ball_count_2d_hill_simple.02.seq_lazy_global_3,hycomp,unsat
ball_count_2d_hill_simple.02.seq_lazy_global_4,hycomp,unsat
ball_count_2d_hill_simple.02.seq_lazy_global_5,hycomp,unsat
ball_count_2d_hill_simple.02.seq_lazy_global_6,hycomp,sat
ball_count_2d_hill_simple.02.seq_lazy_global_7,hycomp,unsat
ball_count_2d_hill_simple.02.seq_lazy_global_8,hycomp,sat
ball_count_2d_hill_simple.02.seq_lazy_global_9,hycomp,unsat
ball_count_2d_hill_simple.02.seq_lazy_lemmas_global_0,hycomp,unsat
ball_count_2d_hill_simple.02.seq_lazy_lemmas_global_10,hycomp,timeout
ball_count_2d_hill_simple.02.seq_lazy_lemmas_global_11,hycomp,unsat
ball_count_2d_hill_simple.02.seq_lazy_lemmas_global_12,hycomp,sat
ball_count_2d_hill_simple.02.seq_lazy_lemmas_global_13,hycomp,unsat
ball_count_2d_hill_simple.02.seq_lazy_lemmas_global_14,hycomp,sat
ball_count_2d_hill_simple.02.seq_lazy_lemmas_global_15,hycomp,unsat
ball_count_2d_hill_simple.02.seq_lazy_lemmas_global_1,hycomp,unsat
ball_count_2d_hill_simple.02.seq_lazy_lemmas_global_2,hycomp,unsat
ball_count_2d_hill_simple.02.seq_lazy_lemmas_global_3,hycomp,unsat
ball_count_2d_hill_simple.02.seq_lazy_lemmas_global_4,hycomp,unsat
ball_count_2d_hill_simple.02.seq_lazy_lemmas_global_5,hycomp,unsat
ball_count_2d_hill_simple.02.seq_lazy_lemmas_global_6,hycomp,sat
ball_count_2d_hill_simple.02.seq_lazy_lemmas_global_7,hycomp,unsat
ball_count_2d_hill_simple.02.seq_lazy_lemmas_global_8,hycomp,sat
ball_count_2d_hill_simple.02.seq_lazy_lemmas_global_9,hycomp,unsat
ball_count_2d_hill_simple.02.seq_lazy_linear_enc_global_0,hycomp,unsat
ball_count_2d_hill_simple.02.seq_lazy_linear_enc_global_10,hycomp,sat
ball_count_2d_hill_simple.02.seq_lazy_linear_enc_global_11,hycomp,unsat
ball_count_2d_hill_simple.02.seq_lazy_linear_enc_global_12,hycomp,sat
ball_count_2d_hill_simple.02.seq_lazy_linear_enc_global_13,hycomp,unsat
ball_count_2d_hill_simple.02.seq_lazy_linear_enc_global_14,hycomp,sat
ball_count_2d_hill_simple.02.seq_lazy_linear_enc_global_15,hycomp,unsat
ball_count_2d_hill_simple.02.seq_lazy_linear_enc_global_1,hycomp,unsat
ball_count_2d_hill_simple.02.seq_lazy_linear_enc_global_2,hycomp,unsat
ball_count_2d_hill_simple.02.seq_lazy_linear_enc_global_3,hycomp,unsat
ball_count_2d_hill_simple.02.seq_lazy_linear_enc_global_4,hycomp,unsat
ball_count_2d_hill_simple.02.seq_lazy_linear_enc_global_5,hycomp,unsat
ball_count_2d_hill_simple.02.seq_lazy_linear_enc_global_6,hycomp,sat
ball_count_2d_hill_simple.02.seq_lazy_linear_enc_global_7,hycomp,unsat
ball_count_2d_hill_simple.02.seq_lazy_linear_enc_global_8,hycomp,sat
ball_count_2d_hill_simple.02.seq_lazy_linear_enc_global_9,hycomp,unsat
ball_count_2d_hill_simple.02.seq_lazy_linear_enc_lemmas_global_0,hycomp,unsat
ball_count_2d_hill_simple.02.seq_lazy_linear_enc_lemmas_global_10,hycomp,sat
ball_count_2d_hill_simple.02.seq_lazy_linear_enc_lemmas_global_11,hycomp,unsat
ball_count_2d_hill_simple.02.seq_lazy_linear_enc_lemmas_global_12,hycomp,sat
ball_count_2d_hill_simple.02.seq_lazy_linear_enc_lemmas_global_13,hycomp,unsat
ball_count_2d_hill_simple.02.seq_lazy_linear_enc_lemmas_global_14,hycomp,timeout
ball_count_2d_hill_simple.02.seq_lazy_linear_enc_lemmas_global_15,hycomp,unsat
ball_count_2d_hill_simple.02.seq_lazy_linear_enc_lemmas_global_1,hycomp,unsat
ball_count_2d_hill_simple.02.seq_lazy_linear_enc_lemmas_global_2,hycomp,unsat
ball_count_2d_hill_simple.02.seq_lazy_linear_enc_lemmas_global_3,hycomp,unsat
ball_count_2d_hill_simple.02.seq_lazy_linear_enc_lemmas_global_4,hycomp,unsat
ball_count_2d_hill_simple.02.seq_lazy_linear_enc_lemmas_global_5,hycomp,unsat
ball_count_2d_hill_simple.02.seq_lazy_linear_enc_lemmas_global_6,hycomp,sat
ball_count_2d_hill_simple.02.seq_lazy_linear_enc_lemmas_global_7,hycomp,unsat
ball_count_2d_hill_simple.02.seq_lazy_linear_enc_lemmas_global_8,hycomp,sat
ball_count_2d_hill_simple.02.seq_lazy_linear_enc_lemmas_global_9,hycomp,unsat
ball_count_2d_hill_simple.03.qfree_global_0,hycomp,unsat
ball_count_2d_hill_simple.03.qfree_global_10,hycomp,timeout
ball_count_2d_hill_simple.03.qfree_global_11,hycomp,unsat
ball_count_2d_hill_simple.03.qfree_global_12,hycomp,timeout
ball_count_2d_hill_simple.03.qfree_global_13,hycomp,unsat
ball_count_2d_hill_simple.03.qfree_global_14,hycomp,timeout
ball_count_2d_hill_simple.03.qfree_global_15,hycomp,unsat
ball_count_2d_hill_simple.03.qfree_global_1,hycomp,unsat
ball_count_2d_hill_simple.03.qfree_global_2,hycomp,unsat
ball_count_2d_hill_simple.03.qfree_global_3,hycomp,unsat
ball_count_2d_hill_simple.03.qfree_global_4,hycomp,unsat
ball_count_2d_hill_simple.03.qfree_global_5,hycomp,unsat
ball_count_2d_hill_simple.03.qfree_global_6,hycomp,timeout
ball_count_2d_hill_simple.03.qfree_global_7,hycomp,unsat
ball_count_2d_hill_simple.03.qfree_global_8,hycomp,timeout
ball_count_2d_hill_simple.03.qfree_global_9,hycomp,unsat
ball_count_2d_hill_simple.03.redlog_global_0,hycomp,unsat
ball_count_2d_hill_simple.03.redlog_global_10,hycomp,timeout
ball_count_2d_hill_simple.03.redlog_global_11,hycomp,unsat
ball_count_2d_hill_simple.03.redlog_global_12,hycomp,timeout
ball_count_2d_hill_simple.03.redlog_global_13,hycomp,unsat
ball_count_2d_hill_simple.03.redlog_global_14,hycomp,timeout
ball_count_2d_hill_simple.03.redlog_global_15,hycomp,unsat
ball_count_2d_hill_simple.03.redlog_global_1,hycomp,unsat
ball_count_2d_hill_simple.03.redlog_global_2,hycomp,unsat
ball_count_2d_hill_simple.03.redlog_global_3,hycomp,unsat
ball_count_2d_hill_simple.03.redlog_global_4,hycomp,unsat
ball_count_2d_hill_simple.03.redlog_global_5,hycomp,unsat
ball_count_2d_hill_simple.03.redlog_global_6,hycomp,timeout
ball_count_2d_hill_simple.03.redlog_global_7,hycomp,unsat
ball_count_2d_hill_simple.03.redlog_global_8,hycomp,timeout
ball_count_2d_hill_simple.03.redlog_global_9,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_global_0,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_global_10,hycomp,timeout
ball_count_2d_hill_simple.03.seq_lazy_global_11,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_global_12,hycomp,timeout
ball_count_2d_hill_simple.03.seq_lazy_global_13,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_global_14,hycomp,sat
ball_count_2d_hill_simple.03.seq_lazy_global_15,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_global_1,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_global_2,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_global_3,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_global_4,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_global_5,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_global_6,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_global_7,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_global_8,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_global_9,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_lemmas_global_0,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_lemmas_global_10,hycomp,timeout
ball_count_2d_hill_simple.03.seq_lazy_lemmas_global_11,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_lemmas_global_12,hycomp,sat
ball_count_2d_hill_simple.03.seq_lazy_lemmas_global_13,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_lemmas_global_14,hycomp,timeout
ball_count_2d_hill_simple.03.seq_lazy_lemmas_global_15,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_lemmas_global_1,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_lemmas_global_2,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_lemmas_global_3,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_lemmas_global_4,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_lemmas_global_5,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_lemmas_global_6,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_lemmas_global_7,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_lemmas_global_8,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_lemmas_global_9,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_linear_enc_global_0,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_linear_enc_global_10,hycomp,sat
ball_count_2d_hill_simple.03.seq_lazy_linear_enc_global_11,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_linear_enc_global_12,hycomp,sat
ball_count_2d_hill_simple.03.seq_lazy_linear_enc_global_13,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_linear_enc_global_14,hycomp,timeout
ball_count_2d_hill_simple.03.seq_lazy_linear_enc_global_15,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_linear_enc_global_1,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_linear_enc_global_2,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_linear_enc_global_3,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_linear_enc_global_4,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_linear_enc_global_5,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_linear_enc_global_6,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_linear_enc_global_7,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_linear_enc_global_8,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_linear_enc_global_9,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_linear_enc_lemmas_global_0,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_linear_enc_lemmas_global_10,hycomp,timeout
ball_count_2d_hill_simple.03.seq_lazy_linear_enc_lemmas_global_11,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_linear_enc_lemmas_global_12,hycomp,timeout
ball_count_2d_hill_simple.03.seq_lazy_linear_enc_lemmas_global_13,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_linear_enc_lemmas_global_14,hycomp,timeout
ball_count_2d_hill_simple.03.seq_lazy_linear_enc_lemmas_global_15,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_linear_enc_lemmas_global_1,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_linear_enc_lemmas_global_2,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_linear_enc_lemmas_global_3,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_linear_enc_lemmas_global_4,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_linear_enc_lemmas_global_5,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_linear_enc_lemmas_global_6,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_linear_enc_lemmas_global_7,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_linear_enc_lemmas_global_8,hycomp,unsat
ball_count_2d_hill_simple.03.seq_lazy_linear_enc_lemmas_global_9,hycomp,unsat
ball_count_2d_hill_simple.04.qfree_global_0,hycomp,unsat
ball_count_2d_hill_simple.04.qfree_global_10,hycomp,timeout
ball_count_2d_hill_simple.04.qfree_global_11,hycomp,unsat
ball_count_2d_hill_simple.04.qfree_global_12,hycomp,timeout
ball_count_2d_hill_simple.04.qfree_global_13,hycomp,unsat
ball_count_2d_hill_simple.04.qfree_global_14,hycomp,timeout
ball_count_2d_hill_simple.04.qfree_global_15,hycomp,unsat
ball_count_2d_hill_simple.04.qfree_global_1,hycomp,unsat
ball_count_2d_hill_simple.04.qfree_global_2,hycomp,unsat
ball_count_2d_hill_simple.04.qfree_global_3,hycomp,unsat
ball_count_2d_hill_simple.04.qfree_global_4,hycomp,unsat
ball_count_2d_hill_simple.04.qfree_global_5,hycomp,unsat
ball_count_2d_hill_simple.04.qfree_global_6,hycomp,unsat
ball_count_2d_hill_simple.04.qfree_global_7,hycomp,unsat
ball_count_2d_hill_simple.04.qfree_global_8,hycomp,timeout
ball_count_2d_hill_simple.04.qfree_global_9,hycomp,unsat
ball_count_2d_hill_simple.04.redlog_global_0,hycomp,unsat
ball_count_2d_hill_simple.04.redlog_global_10,hycomp,timeout
ball_count_2d_hill_simple.04.redlog_global_11,hycomp,unsat
ball_count_2d_hill_simple.04.redlog_global_12,hycomp,timeout
ball_count_2d_hill_simple.04.redlog_global_13,hycomp,unsat
ball_count_2d_hill_simple.04.redlog_global_14,hycomp,timeout
ball_count_2d_hill_simple.04.redlog_global_15,hycomp,unsat
ball_count_2d_hill_simple.04.redlog_global_1,hycomp,unsat
ball_count_2d_hill_simple.04.redlog_global_2,hycomp,unsat
ball_count_2d_hill_simple.04.redlog_global_3,hycomp,unsat
ball_count_2d_hill_simple.04.redlog_global_4,hycomp,unsat
ball_count_2d_hill_simple.04.redlog_global_5,hycomp,unsat
ball_count_2d_hill_simple.04.redlog_global_6,hycomp,unsat
ball_count_2d_hill_simple.04.redlog_global_7,hycomp,unsat
ball_count_2d_hill_simple.04.redlog_global_8,hycomp,timeout
ball_count_2d_hill_simple.04.redlog_global_9,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_global_0,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_global_10,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_global_11,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_global_12,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_global_13,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_global_14,hycomp,sat
ball_count_2d_hill_simple.04.seq_lazy_global_15,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_global_1,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_global_2,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_global_3,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_global_4,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_global_5,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_global_6,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_global_7,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_global_8,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_global_9,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_lemmas_global_0,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_lemmas_global_10,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_lemmas_global_11,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_lemmas_global_12,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_lemmas_global_13,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_lemmas_global_14,hycomp,timeout
ball_count_2d_hill_simple.04.seq_lazy_lemmas_global_15,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_lemmas_global_1,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_lemmas_global_2,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_lemmas_global_3,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_lemmas_global_4,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_lemmas_global_5,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_lemmas_global_6,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_lemmas_global_7,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_lemmas_global_8,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_lemmas_global_9,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_linear_enc_global_0,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_linear_enc_global_10,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_linear_enc_global_11,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_linear_enc_global_12,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_linear_enc_global_13,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_linear_enc_global_14,hycomp,timeout
ball_count_2d_hill_simple.04.seq_lazy_linear_enc_global_15,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_linear_enc_global_1,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_linear_enc_global_2,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_linear_enc_global_3,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_linear_enc_global_4,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_linear_enc_global_5,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_linear_enc_global_6,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_linear_enc_global_7,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_linear_enc_global_8,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_linear_enc_global_9,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_linear_enc_lemmas_global_0,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_linear_enc_lemmas_global_10,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_linear_enc_lemmas_global_11,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_linear_enc_lemmas_global_12,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_linear_enc_lemmas_global_13,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_linear_enc_lemmas_global_14,hycomp,timeout
ball_count_2d_hill_simple.04.seq_lazy_linear_enc_lemmas_global_15,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_linear_enc_lemmas_global_1,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_linear_enc_lemmas_global_2,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_linear_enc_lemmas_global_3,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_linear_enc_lemmas_global_4,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_linear_enc_lemmas_global_5,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_linear_enc_lemmas_global_6,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_linear_enc_lemmas_global_7,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_linear_enc_lemmas_global_8,hycomp,unsat
ball_count_2d_hill_simple.04.seq_lazy_linear_enc_lemmas_global_9,hycomp,unsat
ball_count_2d_hill_simple.05.qfree_global_0,hycomp,unsat
ball_count_2d_hill_simple.05.qfree_global_10,hycomp,timeout
ball_count_2d_hill_simple.05.qfree_global_11,hycomp,unsat
ball_count_2d_hill_simple.05.qfree_global_12,hycomp,timeout
ball_count_2d_hill_simple.05.qfree_global_13,hycomp,unsat
ball_count_2d_hill_simple.05.qfree_global_14,hycomp,timeout
ball_count_2d_hill_simple.05.qfree_global_15,hycomp,unsat
ball_count_2d_hill_simple.05.qfree_global_1,hycomp,unsat
ball_count_2d_hill_simple.05.qfree_global_2,hycomp,unsat
ball_count_2d_hill_simple.05.qfree_global_3,hycomp,unsat
ball_count_2d_hill_simple.05.qfree_global_4,hycomp,unsat
ball_count_2d_hill_simple.05.qfree_global_5,hycomp,unsat
ball_count_2d_hill_simple.05.qfree_global_6,hycomp,unsat
ball_count_2d_hill_simple.05.qfree_global_7,hycomp,unsat
ball_count_2d_hill_simple.05.qfree_global_8,hycomp,unsat
ball_count_2d_hill_simple.05.qfree_global_9,hycomp,unsat
ball_count_2d_hill_simple.05.redlog_global_0,hycomp,unsat
ball_count_2d_hill_simple.05.redlog_global_10,hycomp,timeout
ball_count_2d_hill_simple.05.redlog_global_11,hycomp,unsat
ball_count_2d_hill_simple.05.redlog_global_12,hycomp,timeout
ball_count_2d_hill_simple.05.redlog_global_13,hycomp,unsat
ball_count_2d_hill_simple.05.redlog_global_14,hycomp,timeout
ball_count_2d_hill_simple.05.redlog_global_15,hycomp,unsat
ball_count_2d_hill_simple.05.redlog_global_1,hycomp,unsat
ball_count_2d_hill_simple.05.redlog_global_2,hycomp,unsat
ball_count_2d_hill_simple.05.redlog_global_3,hycomp,unsat
ball_count_2d_hill_simple.05.redlog_global_4,hycomp,unsat
ball_count_2d_hill_simple.05.redlog_global_5,hycomp,unsat
ball_count_2d_hill_simple.05.redlog_global_6,hycomp,unsat
ball_count_2d_hill_simple.05.redlog_global_7,hycomp,unsat
ball_count_2d_hill_simple.05.redlog_global_8,hycomp,unsat
ball_count_2d_hill_simple.05.redlog_global_9,hycomp,unsat
ball_count_2d_hill_simple.05.seq_lazy_global_0,hycomp,unsat
ball_count_2d_hill_simple.05.seq_lazy_global_10,hycomp,unsat
ball_count_2d_hill_simple.05.seq_lazy_global_11,hycomp,unsat
ball_count_2d_hill_simple.05.seq_lazy_global_12,hycomp,unsat
ball_count_2d_hill_simple.05.seq_lazy_global_13,hycomp,unsat
