benchmark,family,result
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0030,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0031,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0032,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0033,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0034,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0035,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0036,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0037,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0038,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0040,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0042,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0045,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0048,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0050,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0052,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0053,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0054,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0059,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0060,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0062,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0064,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0070,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0071,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0074,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0075,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0076,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0078,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0079,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0081,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0083,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0084,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0086,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0088,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0089,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0093,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0095,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0098,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0101,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0102,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0106,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0107,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0110,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0111,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0113,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0114,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0116,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0117,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0120,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0123,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0124,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0127,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0128,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0131,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0132,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0134,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0135,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0137,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0140,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0141,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0143,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0144,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0147,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0148,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0150,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0151,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0153,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0156,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0157,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0159,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0160,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0163,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0164,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0166,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0167,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0169,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0172,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0173,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0175,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0176,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0179,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0180,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0182,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0183,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0185,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0186,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0188,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0190,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0191,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0193,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0195,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0196,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0197,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0198,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0201,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0202,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0203,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0205,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0207,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0208,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0209,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0211,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0213,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0215,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0219,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0221,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0223,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0224,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0225,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0227,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0229,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0231,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0234,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0237,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0238,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0239,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0240,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0241,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0246,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0247,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0249,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0251,meti-tarski,sat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0257,meti-tarski,unsat
Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0259,meti-tarski,unsat
polypaver-bench-exp-3d-chunk-0023,meti-tarski,sat
polypaver-bench-exp-3d-chunk-0024,meti-tarski,unsat
polypaver-bench-exp-3d-chunk-0025,meti-tarski,unsat
polypaver-bench-exp-3d-chunk-0028,meti-tarski,sat
polypaver-bench-exp-3d-chunk-0029,meti-tarski,sat
polypaver-bench-exp-3d-chunk-0030,meti-tarski,unsat
polypaver-bench-exp-3d-chunk-0062,meti-tarski,sat
polypaver-bench-exp-3d-chunk-0063,meti-tarski,unsat
polypaver-bench-exp-3d-chunk-0064,meti-tarski,sat
polypaver-bench-exp-3d-chunk-0065,meti-tarski,sat
polypaver-bench-exp-3d-chunk-0066,meti-tarski,sat
polypaver-bench-exp-3d-chunk-0067,meti-tarski,unsat
polypaver-bench-exp-3d-chunk-0068,meti-tarski,unsat
polypaver-bench-exp-3d-chunk-0072,meti-tarski,sat
polypaver-bench-exp-3d-chunk-0074,meti-tarski,sat
polypaver-bench-exp-3d-chunk-0075,meti-tarski,sat
polypaver-bench-exp-3d-chunk-0078,meti-tarski,sat
polypaver-bench-exp-3d-chunk-0079,meti-tarski,unsat
polypaver-bench-exp-3d-chunk-0080,meti-tarski,sat
polypaver-bench-exp-3d-chunk-0081,meti-tarski,unsat
polypaver-bench-exp-3d-chunk-0082,meti-tarski,sat
polypaver-bench-exp-3d-chunk-0083,meti-tarski,unsat
polypaver-bench-exp-3d-chunk-0084,meti-tarski,sat
polypaver-bench-exp-3d-chunk-0085,meti-tarski,unsat
polypaver-bench-exp-3d-chunk-0086,meti-tarski,sat
polypaver-bench-exp-3d-chunk-0091,meti-tarski,sat
polypaver-bench-exp-3d-chunk-0092,meti-tarski,unsat
polypaver-bench-exp-3d-chunk-0093,meti-tarski,sat
polypaver-bench-exp-3d-chunk-0094,meti-tarski,sat
polypaver-bench-exp-3d-chunk-0104,meti-tarski,unsat
polypaver-bench-exp-3d-chunk-0105,meti-tarski,unsat
polypaver-bench-exp-3d-chunk-0106,meti-tarski,sat
polypaver-bench-exp-3d-chunk-0108,meti-tarski,sat
polypaver-bench-exp-3d-chunk-0109,meti-tarski,unsat
polypaver-bench-exp-3d-chunk-0110,meti-tarski,sat
polypaver-bench-exp-3d-chunk-0111,meti-tarski,sat
polypaver-bench-exp-3d-chunk-0118,meti-tarski,sat
polypaver-bench-exp-3d-chunk-0119,meti-tarski,unsat
polypaver-bench-exp-3d-chunk-0120,meti-tarski,sat
polypaver-bench-exp-3d-chunk-0121,meti-tarski,unsat
polypaver-bench-exp-3d-chunk-0122,meti-tarski,sat
polypaver-bench-exp-3d-chunk-0123,meti-tarski,unsat
polypaver-bench-exp-3d-chunk-0125,meti-tarski,sat
polypaver-bench-exp-3d-chunk-0126,meti-tarski,sat
polypaver-bench-exp-3d-chunk-0127,meti-tarski,sat
polypaver-bench-exp-3d-chunk-0128,meti-tarski,sat
polypaver-bench-exp-3d-chunk-0129,meti-tarski,sat
polypaver-bench-exp-3d-chunk-0130,meti-tarski,unsat
polypaver-bench-exp-3d-chunk-0131,meti-tarski,sat
polypaver-bench-exp-3d-chunk-0132,meti-tarski,sat
polypaver-bench-exp-3d-chunk-0133,meti-tarski,unsat
polypaver-bench-exp-3d-chunk-0134,meti-tarski,sat
polypaver-bench-exp-3d-chunk-0135,meti-tarski,unsat
polypaver-bench-exp-3d-chunk-0138,meti-tarski,unsat
polypaver-bench-exp-3d-chunk-0139,meti-tarski,sat
polypaver-bench-exp-3d-chunk-0140,meti-tarski,sat
polypaver-bench-exp-3d-chunk-0141,meti-tarski,unsat
polypaver-bench-exp-3d-chunk-0143,meti-tarski,unsat
polypaver-bench-exp-3d-chunk-0148,meti-tarski,sat
polypaver-bench-exp-3d-chunk-0149,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0017,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0018,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0019,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0020,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0021,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0040,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0041,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0057,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0060,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0062,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0064,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0065,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0067,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0069,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0070,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0071,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0073,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0074,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0082,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0083,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0084,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0085,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0086,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0087,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0088,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0089,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0092,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0093,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0094,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0096,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0097,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0098,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0099,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0100,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0101,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0102,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0109,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0110,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0111,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0138,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0141,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0142,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0143,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0144,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0145,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0146,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0147,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0148,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0149,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0150,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0152,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0153,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0161,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0162,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0163,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0164,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0165,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0166,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0167,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0168,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0171,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0172,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0173,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0183,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0184,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0185,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0186,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0187,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0188,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0189,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0190,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0194,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0195,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0196,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0197,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0198,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0199,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0200,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0201,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0202,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0203,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0204,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0205,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0206,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0207,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0208,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0209,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0210,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0211,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0212,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0213,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0215,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0216,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0217,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0218,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0219,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0220,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0221,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0222,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0223,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0224,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0225,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0226,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0227,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0228,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0229,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0230,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0231,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0232,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0233,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0234,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0235,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0236,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0237,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0238,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0239,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0240,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0242,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0243,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0244,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0247,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0248,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0249,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0250,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0251,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0257,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0258,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0259,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0260,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0261,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0262,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0263,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0264,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0265,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0266,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0267,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0268,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0269,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0270,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0274,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0275,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0276,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0277,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0278,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0279,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0280,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0281,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0282,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0283,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0284,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0285,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0286,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0287,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0288,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0289,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0290,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0291,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0293,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0294,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0295,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0296,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0297,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0298,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0299,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0300,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0301,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0302,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0303,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0304,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0305,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0307,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0308,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0309,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0310,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0311,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0312,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0313,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0314,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0315,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0316,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0317,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0318,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0319,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0320,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0321,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0322,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0323,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0324,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0325,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0326,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0327,meti-tarski,unsat
polypaver-bench-sqrt-3d-chunk-0328,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0329,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0330,meti-tarski,sat
polypaver-bench-sqrt-3d-chunk-0331,meti-tarski,sat
